"","monitoring_period","date","site","plot_id","treatment","replicate_number","tag_color","source_population","parent_number","observer","number_gravels_remaining","number_gravels_with_kelp","length_mm","holdfast_diameter_mm","urchins","notes","days_old","total_length_cm","parent_temp_days","site_temp_days","site_plot_id","site_replicate","transplant"
"439","fourth",2023-08-29,"warm","2W5","2W","5","orange","warm","two","Lauren Dykman",NA,0,NA,NA,2,"2 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W5","warm_5","warm_warm"
"440","fourth",2023-08-29,"warm","2W5","2W","5","orange","warm","two","Lauren Dykman",NA,0,NA,NA,2,"2 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W5","warm_5","warm_warm"
"442","fourth",2023-08-29,"warm","10C6","10C","6",NA,"cool","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_cool_200","warm_cool_200","warm_10C6","warm_6","warm_cool"
"443","fourth",2023-08-29,"warm","10C6","10C","6",NA,"cool","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_cool_200","warm_cool_200","warm_10C6","warm_6","warm_cool"
"444","fourth",2023-08-29,"warm","10C6","10C","6",NA,"cool","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_cool_200","warm_cool_200","warm_10C6","warm_6","warm_cool"
"445","fourth",2023-08-29,"warm","10C6","10C","6",NA,"cool","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_cool_200","warm_cool_200","warm_10C6","warm_6","warm_cool"
"446","fourth",2023-08-29,"warm","10C6","10C","6",NA,"cool","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_cool_200","warm_cool_200","warm_10C6","warm_6","warm_cool"
"447","fourth",2023-08-29,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W6","warm_6","warm_warm"
"448","fourth",2023-08-29,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W6","warm_6","warm_warm"
"449","fourth",2023-08-29,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W6","warm_6","warm_warm"
"450","fourth",2023-08-29,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W6","warm_6","warm_warm"
"451","fourth",2023-08-29,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W6","warm_6","warm_warm"
"452","fourth",2023-08-29,"warm","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C6","warm_6","warm_cool"
"453","fourth",2023-08-29,"warm","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C6","warm_6","warm_cool"
"454","fourth",2023-08-29,"warm","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C6","warm_6","warm_cool"
"455","fourth",2023-08-29,"warm","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C6","warm_6","warm_cool"
"456","fourth",2023-08-29,"warm","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C6","warm_6","warm_cool"
"457","fourth",2023-08-29,"warm","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"two_warm_200","warm_warm_200","warm_2W6","warm_6","warm_warm"
"458","fourth",2023-08-29,"warm","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"two_warm_200","warm_warm_200","warm_2W6","warm_6","warm_warm"
"459","fourth",2023-08-29,"warm","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"two_warm_200","warm_warm_200","warm_2W6","warm_6","warm_warm"
"460","fourth",2023-08-29,"warm","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"two_warm_200","warm_warm_200","warm_2W6","warm_6","warm_warm"
"461","fourth",2023-08-29,"warm","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"two_warm_200","warm_warm_200","warm_2W6","warm_6","warm_warm"
"463","fourth",2023-08-29,"warm","10C7","10C","7","green","cool","ten","Clay Steell",NA,0,NA,NA,4,"4 urchins.","200",NA,"ten_cool_200","warm_cool_200","warm_10C7","warm_7","warm_cool"
"464","fourth",2023-08-29,"warm","10C7","10C","7","green","cool","ten","Clay Steell",NA,0,NA,NA,4,"4 urchins.","200",NA,"ten_cool_200","warm_cool_200","warm_10C7","warm_7","warm_cool"
"465","fourth",2023-08-29,"warm","10C7","10C","7","green","cool","ten","Clay Steell",NA,0,NA,NA,4,"4 urchins.","200",NA,"ten_cool_200","warm_cool_200","warm_10C7","warm_7","warm_cool"
"466","fourth",2023-08-29,"warm","10C7","10C","7","green","cool","ten","Clay Steell",NA,0,NA,NA,4,"4 urchins.","200",NA,"ten_cool_200","warm_cool_200","warm_10C7","warm_7","warm_cool"
"467","fourth",2023-08-29,"warm","10C7","10C","7","green","cool","ten","Clay Steell",NA,0,NA,NA,4,"4 urchins.","200",NA,"ten_cool_200","warm_cool_200","warm_10C7","warm_7","warm_cool"
"468","fourth",2023-08-29,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W7","warm_7","warm_warm"
"469","fourth",2023-08-29,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W7","warm_7","warm_warm"
"470","fourth",2023-08-29,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W7","warm_7","warm_warm"
"471","fourth",2023-08-29,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W7","warm_7","warm_warm"
"472","fourth",2023-08-29,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W7","warm_7","warm_warm"
"473","fourth",2023-08-29,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C7","warm_7","warm_cool"
"474","fourth",2023-08-29,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C7","warm_7","warm_cool"
"475","fourth",2023-08-29,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C7","warm_7","warm_cool"
"476","fourth",2023-08-29,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C7","warm_7","warm_cool"
"477","fourth",2023-08-29,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C7","warm_7","warm_cool"
"478","fourth",2023-08-29,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W7","warm_7","warm_warm"
"479","fourth",2023-08-29,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W7","warm_7","warm_warm"
"480","fourth",2023-08-29,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W7","warm_7","warm_warm"
"481","fourth",2023-08-29,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W7","warm_7","warm_warm"
"482","fourth",2023-08-29,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W7","warm_7","warm_warm"
"484","fourth",2023-08-29,"warm","10C8","10C","8","","cool","ten","Clay Steell",8,0,NA,NA,0,"0 urchins; 2 tags dead","200",NA,"ten_cool_200","warm_cool_200","warm_10C8","warm_8","warm_cool"
"485","fourth",2023-08-29,"warm","10C8","10C","8","","cool","ten","Clay Steell",8,0,NA,NA,0,"0 urchins","200",NA,"ten_cool_200","warm_cool_200","warm_10C8","warm_8","warm_cool"
"486","fourth",2023-08-29,"warm","10C8","10C","8","","cool","ten","Clay Steell",8,0,NA,NA,0,"0 urchins","200",NA,"ten_cool_200","warm_cool_200","warm_10C8","warm_8","warm_cool"
"487","fourth",2023-08-29,"warm","10C8","10C","8","","cool","ten","Clay Steell",8,0,NA,NA,0,"0 urchins","200",NA,"ten_cool_200","warm_cool_200","warm_10C8","warm_8","warm_cool"
"488","fourth",2023-08-29,"warm","10C8","10C","8","","cool","ten","Clay Steell",8,0,NA,NA,0,"0 urchins","200",NA,"ten_cool_200","warm_cool_200","warm_10C8","warm_8","warm_cool"
"489","fourth",2023-08-29,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W8","warm_8","warm_warm"
"490","fourth",2023-08-29,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W8","warm_8","warm_warm"
"491","fourth",2023-08-29,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W8","warm_8","warm_warm"
"492","fourth",2023-08-29,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W8","warm_8","warm_warm"
"493","fourth",2023-08-29,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","200",NA,"ten_warm_200","warm_warm_200","warm_10W8","warm_8","warm_warm"
"494","fourth",2023-08-29,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C8","warm_8","warm_cool"
"495","fourth",2023-08-29,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C8","warm_8","warm_cool"
"496","fourth",2023-08-29,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C8","warm_8","warm_cool"
"497","fourth",2023-08-29,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C8","warm_8","warm_cool"
"498","fourth",2023-08-29,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","warm_cool_200","warm_2C8","warm_8","warm_cool"
"499","fourth",2023-08-29,"warm","2W8","2W","8","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W8","warm_8","warm_warm"
"500","fourth",2023-08-29,"warm","2W8","2W","8","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W8","warm_8","warm_warm"
"501","fourth",2023-08-29,"warm","2W8","2W","8","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W8","warm_8","warm_warm"
"502","fourth",2023-08-29,"warm","2W8","2W","8","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W8","warm_8","warm_warm"
"503","fourth",2023-08-29,"warm","2W8","2W","8","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","warm_warm_200","warm_2W8","warm_8","warm_warm"
"505","fourth",2023-08-28,"cool","10C1","10C","1","green","cool","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C1","cool_1","cool_cool"
"506","fourth",2023-08-28,"cool","10C1","10C","1","green","cool","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C1","cool_1","cool_cool"
"507","fourth",2023-08-28,"cool","10C1","10C","1","green","cool","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C1","cool_1","cool_cool"
"508","fourth",2023-08-28,"cool","10C1","10C","1","green","cool","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C1","cool_1","cool_cool"
"509","fourth",2023-08-28,"cool","10C1","10C","1","green","cool","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C1","cool_1","cool_cool"
"510","fourth",2023-08-28,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 50% Desmarestia","200",NA,"ten_warm_200","cool_warm_200","cool_10W1","cool_1","cool_warm"
"511","fourth",2023-08-28,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 50% Desmarestia","200",NA,"ten_warm_200","cool_warm_200","cool_10W1","cool_1","cool_warm"
"512","fourth",2023-08-28,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 50% Desmarestia","200",NA,"ten_warm_200","cool_warm_200","cool_10W1","cool_1","cool_warm"
"513","fourth",2023-08-28,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 50% Desmarestia","200",NA,"ten_warm_200","cool_warm_200","cool_10W1","cool_1","cool_warm"
"514","fourth",2023-08-28,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 50% Desmarestia","200",NA,"ten_warm_200","cool_warm_200","cool_10W1","cool_1","cool_warm"
"515","fourth",2023-08-28,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",7,2,360,40,0,"not tagged; 0 urchins","200",36,"two_cool_200","cool_cool_200","cool_2C1","cool_1","cool_cool"
"516","fourth",2023-08-28,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",7,2,2900,60,0,"maybe not ours?","200",290,"two_cool_200","cool_cool_200","cool_2C1","cool_1","cool_cool"
"517","fourth",2023-08-28,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",7,2,NA,NA,0,"0 urchins","200",NA,"two_cool_200","cool_cool_200","cool_2C1","cool_1","cool_cool"
"518","fourth",2023-08-28,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",7,2,NA,NA,0,"0 urchins","200",NA,"two_cool_200","cool_cool_200","cool_2C1","cool_1","cool_cool"
"519","fourth",2023-08-28,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",7,2,NA,NA,0,"0 urchins; 2 tags dead","200",NA,"two_cool_200","cool_cool_200","cool_2C1","cool_1","cool_cool"
"520","fourth",2023-08-28,"cool","2W1","2W","1","orange","warm","two","Lauren Dykman",7,1,5300,110,0,"blade 0.9m, multiple individuals on one gravel, coiled in wild kelp","200",530,"two_warm_200","cool_warm_200","cool_2W1","cool_1","cool_warm"
"521","fourth",2023-08-28,"cool","2W1","2W","1","orange","warm","two","Lauren Dykman",7,1,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W1","cool_1","cool_warm"
"522","fourth",2023-08-28,"cool","2W1","2W","1","orange","warm","two","Lauren Dykman",7,1,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W1","cool_1","cool_warm"
"523","fourth",2023-08-28,"cool","2W1","2W","1","orange","warm","two","Lauren Dykman",7,1,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W1","cool_1","cool_warm"
"524","fourth",2023-08-28,"cool","2W1","2W","1","orange","warm","two","Lauren Dykman",7,1,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W1","cool_1","cool_warm"
"526","fourth",2023-08-28,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",7,0,NA,NA,0,"0 urchins; small white whelk","200",NA,"ten_cool_200","cool_cool_200","cool_10C2","cool_2","cool_cool"
"527","fourth",2023-08-28,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",7,0,NA,NA,0,"0 urchins; small white whelk; dead - Clay found label","200",NA,"ten_cool_200","cool_cool_200","cool_10C2","cool_2","cool_cool"
"528","fourth",2023-08-28,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",7,0,NA,NA,0,"0 urchins; small white whelk","200",NA,"ten_cool_200","cool_cool_200","cool_10C2","cool_2","cool_cool"
"529","fourth",2023-08-28,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",7,0,NA,NA,0,"0 urchins; small white whelk","200",NA,"ten_cool_200","cool_cool_200","cool_10C2","cool_2","cool_cool"
"530","fourth",2023-08-28,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",7,0,NA,NA,0,"0 urchins; small white whelk","200",NA,"ten_cool_200","cool_cool_200","cool_10C2","cool_2","cool_cool"
"531","fourth",2023-08-28,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 10-100 small turbin snails","200",NA,"ten_warm_200","cool_warm_200","cool_10W2","cool_2","cool_warm"
"532","fourth",2023-08-28,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 10-100 small turbin snails","200",NA,"ten_warm_200","cool_warm_200","cool_10W2","cool_2","cool_warm"
"533","fourth",2023-08-28,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 10-100 small turbin snails","200",NA,"ten_warm_200","cool_warm_200","cool_10W2","cool_2","cool_warm"
"534","fourth",2023-08-28,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 10-100 small turbin snails","200",NA,"ten_warm_200","cool_warm_200","cool_10W2","cool_2","cool_warm"
"535","fourth",2023-08-28,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins; 10-100 small turbin snails","200",NA,"ten_warm_200","cool_warm_200","cool_10W2","cool_2","cool_warm"
"536","fourth",2023-08-28,"cool","2C2","2C","2","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","cool_cool_200","cool_2C2","cool_2","cool_cool"
"537","fourth",2023-08-28,"cool","2C2","2C","2","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","cool_cool_200","cool_2C2","cool_2","cool_cool"
"538","fourth",2023-08-28,"cool","2C2","2C","2","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","cool_cool_200","cool_2C2","cool_2","cool_cool"
"539","fourth",2023-08-28,"cool","2C2","2C","2","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","cool_cool_200","cool_2C2","cool_2","cool_cool"
"540","fourth",2023-08-28,"cool","2C2","2C","2","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_cool_200","cool_cool_200","cool_2C2","cool_2","cool_cool"
"541","fourth",2023-08-28,"cool","2W2","2W","2","orange","warm","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W2","cool_2","cool_warm"
"542","fourth",2023-08-28,"cool","2W2","2W","2","orange","warm","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W2","cool_2","cool_warm"
"543","fourth",2023-08-28,"cool","2W2","2W","2","orange","warm","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W2","cool_2","cool_warm"
"544","fourth",2023-08-28,"cool","2W2","2W","2","orange","warm","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W2","cool_2","cool_warm"
"545","fourth",2023-08-28,"cool","2W2","2W","2","orange","warm","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins","200",NA,"two_warm_200","cool_warm_200","cool_2W2","cool_2","cool_warm"
"547","fourth",2023-08-28,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 natural recruits bitten off; 0 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C3","cool_3","cool_cool"
"548","fourth",2023-08-28,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 natural recruits bitten off; 0 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C3","cool_3","cool_cool"
"549","fourth",2023-08-28,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 natural recruits bitten off; 0 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C3","cool_3","cool_cool"
"550","fourth",2023-08-28,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 natural recruits bitten off; 0 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C3","cool_3","cool_cool"
"551","fourth",2023-08-28,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 natural recruits bitten off; 0 urchins","200",NA,"ten_cool_200","cool_cool_200","cool_10C3","cool_3","cool_cool"
"552","fourth",2023-08-28,"cool","10W3","10W","3","red","warm","ten","Lauren Dykman",NA,0,NA,NA,5,"5 urchins","200",NA,"ten_warm_200","cool_warm_200","cool_10W3","cool_3","cool_warm"
"553","fourth",2023-08-28,"cool","10W3","10W","3","red","warm","ten","Lauren Dykman",NA,0,NA,NA,5,"5 urchins","200",NA,"ten_warm_200","cool_warm_200","cool_10W3","cool_3","cool_warm"
