monitoring_period,date,site,plot_id,treatment,replicate_number,tag_color,source_population,parent_number,observer,number_gravels_remaining,number_gravels_with_kelp,length_mm,holdfast_diameter_mm,urchins,notes
third,2023-06-27,Dixon,10C7,10C,7,orange,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-27,Dixon,10C7,10C,7,orange,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-27,Dixon,10C7,10C,7,orange,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-27,Dixon,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia"
third,2023-06-27,Dixon,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia"
third,2023-06-27,Dixon,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia"
third,2023-06-27,Dixon,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia"
third,2023-06-27,Dixon,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia"
third,2023-06-27,Dixon,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,0,0 urchins. No wild kelp.
third,2023-06-27,Dixon,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,0,0 urchins. No wild kelp.
third,2023-06-27,Dixon,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,0,0 urchins. No wild kelp.
third,2023-06-27,Dixon,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,0,0 urchins. No wild kelp.
third,2023-06-27,Dixon,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,0,0 urchins. No wild kelp.
third,2023-06-27,Dixon,2W7,2W,7,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W7,2W,7,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W7,2W,7,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W7,2W,7,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W7,2W,7,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-28,Dixon,10C8,10C,8,green,cool,ten,Clay Steell,13,2,290,27,0,"0 bulbs, 3 blades, 2 stipes, blade collected, loose, Clay burried it."
third,2023-06-28,Dixon,10C8,10C,8,green,cool,ten,Lauren Dykman,13,2,520,80,0,"Grew onto larger rock. 1.7cm bulb diameters, 2 bulbs, 3 blades, 2 stipes, upright, blade collected."
third,2023-06-28,Dixon,10C8,10C,8,green,cool,ten,Lauren Dykman,13,2,NA,NA,0,
third,2023-06-28,Dixon,10C8,10C,8,green,cool,ten,Lauren Dykman,13,2,NA,NA,0,
third,2023-06-28,Dixon,10C8,10C,8,green,cool,ten,Lauren Dykman,13,2,NA,NA,0,
third,2023-06-28,Dixon,10W8,10W,8,red,warm,ten,Lauren Dykman,14,0,NA,NA,0,0 urchins. 1 wild set on rock.
third,2023-06-28,Dixon,10W8,10W,8,red,warm,ten,Lauren Dykman,14,0,NA,NA,0,0 urchins. 1 wild set on rock.
third,2023-06-28,Dixon,10W8,10W,8,red,warm,ten,Lauren Dykman,14,0,NA,NA,0,0 urchins. 1 wild set on rock.
third,2023-06-28,Dixon,10W8,10W,8,red,warm,ten,Lauren Dykman,14,0,NA,NA,0,0 urchins. 1 wild set on rock.
third,2023-06-28,Dixon,10W8,10W,8,red,warm,ten,Lauren Dykman,14,0,NA,NA,0,0 urchins. 1 wild set on rock.
third,2023-06-27,Dixon,2C8,2C,8,blue,cool,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2C8,2C,8,blue,cool,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2C8,2C,8,blue,cool,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2C8,2C,8,blue,cool,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2C8,2C,8,blue,cool,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-28,Dixon,2W8,2W,8,orange,warm,two,Clay Steell,4,0,NA,NA,0,0 urchins
third,2023-06-28,Dixon,2W8,2W,8,orange,warm,two,Clay Steell,4,0,NA,NA,0,0 urchins
third,2023-06-28,Dixon,2W8,2W,8,orange,warm,two,Clay Steell,4,0,NA,NA,0,0 urchins
third,2023-06-28,Dixon,2W8,2W,8,orange,warm,two,Clay Steell,4,0,NA,NA,0,0 urchins
third,2023-06-28,Dixon,2W8,2W,8,orange,warm,two,Clay Steell,4,0,NA,NA,0,0 urchins
third,2023-06-26,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia"
third,2023-06-26,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia"
third,2023-06-26,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia"
third,2023-06-26,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia"
third,2023-06-26,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia"
third,2023-06-26,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins."
third,2023-06-26,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins."
third,2023-06-26,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins."
third,2023-06-26,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins."
third,2023-06-26,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins."
third,2023-06-26,Ed King,2C1,2C,1,blue,cool,two,Clay Steell,NA,2,1550,35,0,"0 urchins, 6 bulbs, 6 blades, 4 stipes, upright, blade collected."
third,2023-06-26,Ed King,2C1,2C,1,blue,cool,two,Clay Steell,NA,2,1630,50,0,"0 urchins, 8 bulbs, 5 blades, 2 stipes, upright, blade collected."
third,2023-06-26,Ed King,2C1,2C,1,blue,cool,two,Clay Steell,NA,2,NA,NA,0,0 urchins. Lots of Desmarestia
third,2023-06-26,Ed King,2C1,2C,1,blue,cool,two,Clay Steell,NA,2,NA,NA,0,0 urchins. Lots of Desmarestia
third,2023-06-26,Ed King,2C1,2C,1,blue,cool,two,Clay Steell,NA,2,NA,NA,0,0 urchins. Lots of Desmarestia
third,2023-06-26,Ed King,2W1,2W,1,NA,warm,two,Lauren Dykman,NA,2,540,45,0,"Near green plot 10C1. 11 bulbs, 13 blades, 2 stipes, upright, blade collected."
third,2023-06-26,Ed King,2W1,2W,1,NA,warm,two,Lauren Dykman,NA,2,1170,45,0,"Near green plot 10C1. 8 bulbs, 8 blades, 2 stipes, upright, blade collected."
third,2023-06-26,Ed King,2W1,2W,1,NA,warm,two,Lauren Dykman,NA,2,NA,NA,0,Near green plot 10C1. 0 urchins; 2 natural recruits; 1 macro ~2 meters
third,2023-06-26,Ed King,2W1,2W,1,NA,warm,two,Lauren Dykman,NA,2,NA,NA,0,Near green plot 10C1. 0 urchins; 2 natural recruits; 1 macro ~2 meters
third,2023-06-26,Ed King,2W1,2W,1,NA,warm,two,Lauren Dykman,NA,2,NA,NA,0,Near green plot 10C1. 0 urchins; 2 natural recruits; 1 macro ~2 meters
third,2023-06-26,Ed King,C1,Control,1,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,0,"6 wild macro, lots of Desmarestia"
third,2023-06-26,Ed King,10C2,10C,2,NA,cool,ten,Clay Steell,NA,3,830,50,0,"In thick Desmarestia outside 10C2 1 meter away. 9 bulbs, 2 stipes, upright, blade collected."
third,2023-06-26,Ed King,10C2,10C,2,NA,cool,ten,Clay Steell,NA,3,1400,55,0,"In thick Desmarestia outside 10C2 1 meter away. Bulb diameter 1.7cm, 8 bulbs, 8 blades, 1 stipe, upright, blade collected."
third,2023-06-26,Ed King,10C2,10C,2,NA,cool,ten,Clay Steell,NA,3,2700,80,0,"In thick Desmarestia outside 10C2 1 meter away. Bulb diameter 1.4cm, 14 bulbs, 14 blades, 2 stipes, upright, blade collected."
third,2023-06-26,Ed King,10C2,10C,2,NA,cool,ten,Clay Steell,NA,3,NA,NA,0,0 urchins
third,2023-06-26,Ed King,10C2,10C,2,NA,cool,ten,Clay Steell,NA,3,NA,NA,0,0 urchins
third,2023-06-26,Ed King,10W2,10W,2,red,warm,ten,Lauren Dykman,10,0,NA,NA,5,5 urchins. Other brown algae and one green gravel stipe eaten.
third,2023-06-26,Ed King,10W2,10W,2,red,warm,ten,Lauren Dykman,10,0,NA,NA,5,5 urchins. Other brown algae and one green gravel stipe eaten.
third,2023-06-26,Ed King,10W2,10W,2,red,warm,ten,Lauren Dykman,10,0,NA,NA,5,5 urchins. Other brown algae and one green gravel stipe eaten.
third,2023-06-26,Ed King,10W2,10W,2,red,warm,ten,Lauren Dykman,10,0,NA,NA,5,5 urchins. Other brown algae and one green gravel stipe eaten.
third,2023-06-26,Ed King,10W2,10W,2,red,warm,ten,Lauren Dykman,10,0,NA,NA,5,5 urchins. Other brown algae and one green gravel stipe eaten.
third,2023-06-26,Ed King,2C2,2C,2,NA,cool,two,Lauren Dykman,NA,0,NA,NA,0,NA
third,2023-06-26,Ed King,2C2,2C,2,NA,cool,two,Lauren Dykman,NA,0,NA,NA,0,NA
third,2023-06-26,Ed King,2C2,2C,2,NA,cool,two,Lauren Dykman,NA,0,NA,NA,0,NA
third,2023-06-26,Ed King,2C2,2C,2,NA,cool,two,Lauren Dykman,NA,0,NA,NA,0,NA
third,2023-06-26,Ed King,2C2,2C,2,NA,cool,two,Lauren Dykman,NA,0,NA,NA,0,NA
third,2023-06-26,Ed King,2W2,2W,2,orange,warm,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2W2,2W,2,orange,warm,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2W2,2W,2,orange,warm,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2W2,2W,2,orange,warm,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2W2,2W,2,orange,warm,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,C2,Control,2,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,3,3 urchins
third,2023-06-26,Ed King,10C3,10C,3,green,cool,ten,Lauren Dykman,9,0,NA,NA,3,3 urchins. Other brown kelp. Signs of holdfast eaten.
third,2023-06-26,Ed King,10C3,10C,3,green,cool,ten,Lauren Dykman,9,0,NA,NA,3,3 urchins. Other brown kelp. Signs of holdfast eaten.
third,2023-06-26,Ed King,10C3,10C,3,green,cool,ten,Lauren Dykman,9,0,NA,NA,3,3 urchins. Other brown kelp. Signs of holdfast eaten.
third,2023-06-26,Ed King,10C3,10C,3,green,cool,ten,Lauren Dykman,9,0,NA,NA,3,3 urchins. Other brown kelp. Signs of holdfast eaten.
third,2023-06-26,Ed King,10C3,10C,3,green,cool,ten,Lauren Dykman,9,0,NA,NA,3,3 urchins. Other brown kelp. Signs of holdfast eaten.
third,2023-06-26,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,10,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,10,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,10,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,10,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,10,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,14,1,6,37,4,"4 urchins, covered in Desmarestia. 0 bulbs, 1 blade. No blade collected."
third,2023-06-26,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,14,1,NA,NA,4,"4 urchins, covered in Desmarestia."
third,2023-06-26,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,14,1,NA,NA,4,"4 urchins, covered in Desmarestia."
third,2023-06-26,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,14,1,NA,NA,4,"4 urchins, covered in Desmarestia."
third,2023-06-26,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,14,1,NA,NA,4,"4 urchins, covered in Desmarestia."
third,2023-06-26,Ed King,C3,Control,3,yellow,NA,NA,NA,NA,NA,NA,NA,0,NA
third,2023-06-26,Ed King,10C4,10C,4,green,cool,ten,Lauren Dykman,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10C4,10C,4,green,cool,ten,Lauren Dykman,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10C4,10C,4,green,cool,ten,Lauren Dykman,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10C4,10C,4,green,cool,ten,Lauren Dykman,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10C4,10C,4,green,cool,ten,Lauren Dykman,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,NA,0,NA,NA,11,11 urchins
third,2023-06-26,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,NA,0,NA,NA,11,11 urchins
third,2023-06-26,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,NA,0,NA,NA,11,11 urchins
third,2023-06-26,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,NA,0,NA,NA,11,11 urchins
third,2023-06-26,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,NA,0,NA,NA,11,11 urchins
third,2023-06-26,Ed King,C4,2C,4,yellow,cool,two,Lauren Dykman,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,C4,2C,4,yellow,cool,two,Lauren Dykman,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,C4,2C,4,yellow,cool,two,Lauren Dykman,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,C4,2C,4,yellow,cool,two,Lauren Dykman,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,C4,2C,4,yellow,cool,two,Lauren Dykman,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,2C4,Control,4,blue,NA,NA,Lauren Dykman,NA,NA,NA,NA,3,3 urchins
third,2023-06-26,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,10W5,10W,5,red,warm,ten,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,10W5,10W,5,red,warm,ten,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,10W5,10W,5,red,warm,ten,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,10W5,10W,5,red,warm,ten,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,10W5,10W,5,red,warm,ten,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,2C5,2C,5,blue,cool,two,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,2C5,2C,5,blue,cool,two,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,2C5,2C,5,blue,cool,two,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,2C5,2C,5,blue,cool,two,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,2C5,2C,5,blue,cool,two,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,2W5,2W,5,orange,warm,two,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,2W5,2W,5,orange,warm,two,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,2W5,2W,5,orange,warm,two,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,2W5,2W,5,orange,warm,two,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,2W5,2W,5,orange,warm,two,Lauren Dykman,NA,0,NA,NA,3,3 urchins
third,2023-06-26,Ed King,C5,Control,5,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,NA,0,NA,NA,5,5 urchins
third,2023-06-26,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,2,2 urchins. Feather boa kelp.
third,2023-06-26,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,2,2 urchins. Feather boa kelp.
third,2023-06-26,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,2,2 urchins. Feather boa kelp.
third,2023-06-26,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,2,2 urchins. Feather boa kelp.
third,2023-06-26,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,2,2 urchins. Feather boa kelp.
third,2023-06-26,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,NA,0,NA,NA,7,7 urchins
third,2023-06-26,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,NA,0,NA,NA,8,8 urchins
third,2023-06-26,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,NA,0,NA,NA,8,8 urchins
third,2023-06-26,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,NA,0,NA,NA,8,8 urchins
third,2023-06-26,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,NA,0,NA,NA,8,8 urchins
third,2023-06-26,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,NA,0,NA,NA,8,8 urchins
third,2023-06-26,Ed King,C6,Control,6,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10C7,10C,7,green,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10C7,10C,7,green,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10C7,10C,7,green,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10C7,10C,7,green,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10C7,10C,7,green,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,10W7,10W,7,red,warm,ten,Clay Steell,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,NA,0,NA,NA,2,2 urchins
third,2023-06-26,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,9,0,NA,NA,1,"1 urchin, lots of Desmarestia."
third,2023-06-26,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,9,0,NA,NA,1,"1 urchin, lots of Desmarestia."
third,2023-06-26,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,9,0,NA,NA,1,"1 urchin, lots of Desmarestia."
third,2023-06-26,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,9,0,NA,NA,1,"1 urchin, lots of Desmarestia."
third,2023-06-26,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,9,0,NA,NA,1,"1 urchin, lots of Desmarestia."
third,2023-06-26,Ed King,C7,Control,7,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,7,7 urchins.
third,2023-06-26,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,NA,0,NA,NA,9,9 urchins
third,2023-06-26,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,NA,0,NA,NA,9,9 urchins
third,2023-06-26,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,NA,0,NA,NA,9,9 urchins
third,2023-06-26,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,NA,0,NA,NA,9,9 urchins
third,2023-06-26,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,NA,0,NA,NA,9,9 urchins
third,2023-06-26,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,NA,0,NA,NA,4,4 urchins
third,2023-06-26,Ed King,2C8,2C,8,blue,cool,two,Lauren Dykman,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,2C8,2C,8,blue,cool,two,Lauren Dykman,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,2C8,2C,8,blue,cool,two,Lauren Dykman,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,2C8,2C,8,blue,cool,two,Lauren Dykman,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,2C8,2C,8,blue,cool,two,Lauren Dykman,NA,0,NA,NA,6,6 urchins
third,2023-06-26,Ed King,2W8,2W,8,orange,warm,two,Clay Steell,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,2W8,2W,8,orange,warm,two,Clay Steell,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,2W8,2W,8,orange,warm,two,Clay Steell,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,2W8,2W,8,orange,warm,two,Clay Steell,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,2W8,2W,8,orange,warm,two,Clay Steell,NA,0,NA,NA,1,1 urchin
third,2023-06-26,Ed King,C8,Control,8,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,4,4 urchins.
